nl,prompt,canonical_solution,test
tur_Latn,"
FIX = """"""
Daha fazla test vakası ekleyin.
""""""

def vowels_count(s):
    """"""Write a function vowels_count which takes a string representing
    a word as input and returns the number of vowels in the string.
    Vowels in this case are 'a', 'e', 'i', 'o', 'u'. Here, 'y' is also a
    vowel, but only when it is at the end of the given word.

    Example:
    >>> vowels_count(""abcde"")
    2
    >>> vowels_count(""ACEDY"")
    3
    """"""
","    vowels = ""aeiouAEIOU""
    n_vowels = sum(c in vowels for c in s)
    if s[-1] == 'y' or s[-1] == 'Y':
        n_vowels += 1
    return n_vowels
","def check(candidate):

    # Check some simple cases
    assert candidate(""abcde"") == 2, ""Test 1""
    assert candidate(""Alone"") == 3, ""Test 2""
    assert candidate(""key"") == 2, ""Test 3""
    assert candidate(""bye"") == 1, ""Test 4""
    assert candidate(""keY"") == 2, ""Test 5""
    assert candidate(""bYe"") == 1, ""Test 6""
    assert candidate(""ACEDY"") == 3, ""Test 7""

    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""

"
twi_Latn,"

def common(l1: list, l2: list):
    """"""San kɔfa nneɛma a wɔaka abom a wɔaka ho asɛm wɔ din ahorow abien mu no.
    >>> common([1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121])
    [1, 5, 653]
    >>> common([5, 3, 2, 8], [3, 2])
    [2, 3]

    """"""
","    ret = set()
    for e1 in l1:
        for e2 in l2:
            if e1 == e2:
                ret.add(e1)
    return sorted(list(ret))
","def check(candidate):
    assert candidate([1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]) == [1, 5, 653]
    assert candidate([5, 3, 2, 8], [3, 2]) == [2, 3]
    assert candidate([4, 3, 2, 8], [3, 2, 4]) == [2, 3, 4]
    assert candidate([4, 3, 2, 8], []) == []

"
tzm_Tfng,"
def hex_key(num):
    """"""ⵜⵣⵎⵔⴷ ⴰⴷ ⵜⴰⵡⵓⵔⵉⵎ ⵢⴰⵜ ⵜⵡⵓⵔⵉ ⵏⵏⴰ ⵉⵜⵜⵓⵎⵥⵏ ⵢⴰⵏ ⵓⵟⵟⵓⵏ ⴰⵀⵉⵊⴰⴷⵉⵛⵎⴰⵍ ⵙ ⵢⴰⵜ ⵜⵣⵍⵉⵜ ⴷ ⴰⵔ ⵉⵙⵉⴹⵏ ⵉⵎⵉⴹⵏ ⵏ ⵓⵟⵟⵓⵏ ⴰⵀⵉⵊⴰⴷⵉⵛⵎⴰⵍ ⵏⵏⴰ ⵉⴳⴰⵏ ⵉⵎⵉⴹⵏ ⵉⵎⵣⵡⵓⵔⴰ (ⵉⴹ ⴰⵎⵣⵡⴰⵔⵓ, ⵏⵖ ⴰⵎⵣⵡⴰⵔⵓ, ⵉⴳⴰ ⴰⵎⴹⴰⵏ ⴰⴳⴰⵎⴰⵏ ⴰⵅⴰⵜⴰⵔ ⵙⴳ 1 ⵏⵏⴰ ⵓⵔ ⵉⴳⵉⵏ ⴰⵙⵢⴰⴼⵓ ⵏ ⵙⵉⵏ ⵉⵎⵉⴹⵏ ⵉⵎⵥⵥⵉⵏ). ⵉⵎⵉⴹⵏ ⵏ ⵓⵟⵟⵓⵏ ⴰⵀⵉⵊⴰⴷⵉⵛⵎⴰⵍ ⴳⴰⵏ 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E, F. ⵉⵎⵉⴹⵏ ⵉⵎⵣⵡⵓⵔⴰ ⴳⴰⵏ 2, 3, 5, 7, 11, 13, 17,... ⴰⵢⴰⴷ ⵉⴳⴰⵏ ⴰⴷ ⵜⵜⵓⵙⵜⴰⵢⵎ ⴽⵔⴰ ⵏ ⵉⵎⵉⴹⵏ ⵏ ⵓⵟⵟⵓⵏ ⴰⴷ:
    """"""
","    primes = ('2', '3', '5', '7', 'B', 'D')
    total = 0
    for i in range(0, len(num)):
        if num[i] in primes:
            total += 1
    return total
","def check(candidate):

    # Check some simple cases
    assert candidate(""AB"") == 1, ""First test error: "" + str(candidate(""AB""))      
    assert candidate(""1077E"") == 2, ""Second test error: "" + str(candidate(""1077E""))  
    assert candidate(""ABED1A33"") == 4, ""Third test error: "" + str(candidate(""ABED1A33""))      
    assert candidate(""2020"") == 2, ""Fourth test error: "" + str(candidate(""2020""))  
    assert candidate(""123456789ABCDEF0"") == 6, ""Fifth test error: "" + str(candidate(""123456789ABCDEF0""))      
    assert candidate(""112233445566778899AABBCCDDEEFF00"") == 12, ""Sixth test error: "" + str(candidate(""112233445566778899AABBCCDDEEFF00""))  


    # Check some edge cases that are easy to work out by hand.
    assert candidate([]) == 0

"
uig_Arab,"

def string_sequence(n: int) -> str:
    """""" 0 دىن n گە قەدەر بولغان بوشلۇق بىلەن چەكلەنگەن سانلارنى ئۆز ئىچىگە ئالغان بىر تارماق قايتۇرۇپ بېرىدۇ.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
","    return ' '.join([str(x) for x in range(n + 1)])
","def check(candidate):
    assert candidate(0) == '0'
    assert candidate(3) == '0 1 2 3'
    assert candidate(10) == '0 1 2 3 4 5 6 7 8 9 10'
"
ukr_Cyrl,"
def digitSum(s):
    """"""Задача Напишіть функцію, яка приймає стрінг як вхід і повертає суму тільки верхніх символів ASCII кодів. Приклади: digitSum("""") => 0 digitSum(""abAB"") => 131 digitSum(""abcCd"") => 67 digitSum(""helloE"") => 69 digitSum(""woArBld"") => 131 digitSum(""aAaaaXa"") => 153
    """"""
","    if s == """": return 0
    return sum(ord(char) if char.isupper() else 0 for char in s)
","def check(candidate):

    # Check some simple cases
    assert True, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate("""") == 0, ""Error""
    assert candidate(""abAB"") == 131, ""Error""
    assert candidate(""abcCd"") == 67, ""Error""
    assert candidate(""helloE"") == 69, ""Error""
    assert candidate(""woArBld"") == 131, ""Error""
    assert candidate(""aAaaaXa"") == 153, ""Error""

    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate("" How are yOu?"") == 151, ""Error""
    assert candidate(""You arE Very Smart"") == 327, ""Error""

"
umb_Latn,"
def x_or_y(n, x, y):
    """"""O programa yimue ya leluka yi sukila oku tiula ondando y y nda n yi kuete etendelo liokaliye kuenda yi sukila oku tiula ondando y y nda ka ci tẽliwa.
    
    """"""
","    if n == 1:
        return y
    for i in range(2, n):
        if n % i == 0:
            return y
            break
    else:
        return x
","def check(candidate):

    # Check some simple cases
    assert candidate(7, 34, 12) == 34
    assert candidate(15, 8, 5) == 5
    assert candidate(3, 33, 5212) == 33
    assert candidate(1259, 3, 52) == 3
    assert candidate(7919, -1, 12) == -1
    assert candidate(3609, 1245, 583) == 583
    assert candidate(91, 56, 129) == 129
    assert candidate(6, 34, 1234) == 1234
    

    # Check some edge cases that are easy to work out by hand.
    assert candidate(1, 2, 0) == 0
    assert candidate(2, 2, 0) == 2

"
urd_Arab,"
def smallest_change(arr):
    """"""
    صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف صف
    """"""
","    ans = 0
    for i in range(len(arr) // 2):
        if arr[i] != arr[len(arr) - i - 1]:
            ans += 1
    return ans
","def check(candidate):

    # Check some simple cases
    assert candidate([1,2,3,5,4,7,9,6]) == 4
    assert candidate([1, 2, 3, 4, 3, 2, 2]) == 1
    assert candidate([1, 4, 2]) == 1
    assert candidate([1, 4, 4, 2]) == 1

    # Check some edge cases that are easy to work out by hand.
    assert candidate([1, 2, 3, 2, 1]) == 0
    assert candidate([3, 1, 1, 3]) == 0
    assert candidate([1]) == 0
    assert candidate([0, 1]) == 1

"
uzn_Latn,"
def reverse_delete(s,c):
    """"""Vazifa Bizga s va c qatorlari berilgan, siz s dagi har qanday belgi bilan teng bo'lgan barcha belgilarni o'chirishingiz kerak, keyin natija qatorining palindrom bo'lganligini tekshiring. Agar u orqaga va oldinga bir xil o'qiladigan bo'lsa, qator palindrom deb ataladi. Siz tekshirish uchun natija qatorini va True/False ni o'z ichiga olgan tupleni qaytarishingiz kerak. Misol uchun s = ""abcde"", c = ""ae"", natija bo'lishi kerak ('bcd', False) s = ""abcdef"", c = ""b"" natijasi bo'lishi kerak ('acdef', False) s = ""abcdedcba"", c = ""ab"", natija bo'lishi kerak ('cdedc', True)
    """"""
","    s = ''.join([char for char in s if char not in c])
    return (s,s[::-1] == s)
","def check(candidate):

    assert candidate(""abcde"",""ae"") == ('bcd',False)
    assert candidate(""abcdef"", ""b"") == ('acdef',False)
    assert candidate(""abcdedcba"",""ab"") == ('cdedc',True)
    assert candidate(""dwik"",""w"") == ('dik',False)
    assert candidate(""a"",""a"") == ('',True)
    assert candidate(""abcdedcba"","""") == ('abcdedcba',True)
    assert candidate(""abcdedcba"",""v"") == ('abcdedcba',True)
    assert candidate(""vabba"",""v"") == ('abba',True)
    assert candidate(""mamma"", ""mia"") == ("""", True)
"
vec_Latn,"
def cycpattern_check(a , b):
    """"""Te vien dà 2 parole. Te devi tornar True se la seconda parola o cualsiasi de le so rotazioni xe una sotostringa de la prima parola cycpattern_check (((""abcd"",""abd"") => False cycpattern_check (((""hello"",""ell"") => True cycpattern_check (((""whassup"",""psus"") => False cycpattern_check (((""abab"",""baa"") => True cycpattern_check (((""efef"",""eeff"") => False cycpattern_check (((hims"",""simen"") => True

    """"""
","    l = len(b)
    pat = b + b
    for i in range(len(a) - l + 1):
        for j in range(l + 1):
            if a[i:i+l] == pat[j:j+l]:
                return True
    return False
","def check(candidate):

    # Check some simple cases
    #assert True, ""This prints if this assert fails 1 (good for debugging!)""

    # Check some edge cases that are easy to work out by hand.
    #assert True, ""This prints if this assert fails 2 (also good for debugging!)""
    assert  candidate(""xyzw"",""xyw"") == False , ""test #0""
    assert  candidate(""yello"",""ell"") == True , ""test #1""
    assert  candidate(""whattup"",""ptut"") == False , ""test #2""
    assert  candidate(""efef"",""fee"") == True , ""test #3""
    assert  candidate(""abab"",""aabb"") == False , ""test #4""
    assert  candidate(""winemtt"",""tinem"") == True , ""test #5""

"
vie_Latn,"
def fix_spaces(text):
    """"""
    Nếu có một chuỗi văn bản, thay thế tất cả các khoảng trống bằng dấu gạch dưới, và nếu một chuỗi có nhiều hơn 2 khoảng trống liên tiếp, sau đó thay thế tất cả các khoảng trống liên tiếp bằng - fix_spaces ((""Ví dụ"") == ""Ví dụ"" fix_spaces ((""Ví dụ1"") == ""Ví dụ1"" fix_spaces (((""Ví dụ2"") == ""_Ví dụ_2"" fix_spaces ((""Ví dụ 3"") == ""_Ví dụ-3""
    """"""
","    new_text = """"
    i = 0
    start, end = 0, 0
    while i < len(text):
        if text[i] == "" "":
            end += 1
        else:
            if end - start > 2:
                new_text += ""-""+text[i]
            elif end - start > 0:
                new_text += ""_""*(end - start)+text[i]
            else:
                new_text += text[i]
            start, end = i+1, i+1
        i+=1
    if end - start > 2:
        new_text += ""-""
    elif end - start > 0:
        new_text += ""_""
    return new_text
","def check(candidate):

    # Check some simple cases
    assert candidate(""Example"") == ""Example"", ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate(""Mudasir Hanif "") == ""Mudasir_Hanif_"", ""This prints if this assert fails 2 (good for debugging!)""
    assert candidate(""Yellow Yellow  Dirty  Fellow"") == ""Yellow_Yellow__Dirty__Fellow"", ""This prints if this assert fails 3 (good for debugging!)""
    
    # Check some edge cases that are easy to work out by hand.
    assert candidate(""Exa   mple"") == ""Exa-mple"", ""This prints if this assert fails 4 (good for debugging!)""
    assert candidate(""   Exa 1 2 2 mple"") == ""-Exa_1_2_2_mple"", ""This prints if this assert fails 4 (good for debugging!)""

"
war_Latn,"
def specialFilter(nums):
    """"""Isurat an usa nga function nga nag-aangkon hin array hin mga numero sugad nga input ngan nag-aabot han kadamo han mga elemento dida han array nga mas dako kay han 10 ngan an una ngan kataposan nga mga numero han usa nga numero mga ganon (1, 3, 5, 7, 9). Pananglitan: specialFilter (([15, -73, 14, -15]) => 1 specialFilter (([33, -2, -3, 45, 21, 109]) => 2
    """"""
","    
    count = 0
    for num in nums:
        if num > 10:
            odd_digits = (1, 3, 5, 7, 9)
            number_as_string = str(num)
            if int(number_as_string[0]) in odd_digits and int(number_as_string[-1]) in odd_digits:
                count += 1
        
    return count 
","def check(candidate):

    # Check some simple cases
    assert candidate([5, -2, 1, -5]) == 0  
    assert candidate([15, -73, 14, -15]) == 1
    assert candidate([33, -2, -3, 45, 21, 109]) == 2
    assert candidate([43, -12, 93, 125, 121, 109]) == 4
    assert candidate([71, -2, -33, 75, 21, 19]) == 3


    # Check some edge cases that are easy to work out by hand.
    assert candidate([1]) == 0              
    assert candidate([]) == 0                   

"
wol_Latn,"
def choose_num(x, y):
    """"""Fonction bii dina jël ñaari lim yu baax x ak y te dina delloo lim bu gën a mag bi nekk ci range bi [x, y] boole ko. Su fekkee ne lim boobu amul, kon fonction bi dina delloo -1.
    """"""
","    if x > y:
        return -1
    if y % 2 == 0:
        return y
    if x == y:
        return -1
    return y - 1
","def check(candidate):

    # Check some simple cases
    assert candidate(12, 15) == 14
    assert candidate(13, 12) == -1
    assert candidate(33, 12354) == 12354
    assert candidate(5234, 5233) == -1
    assert candidate(6, 29) == 28
    assert candidate(27, 10) == -1

    # Check some edge cases that are easy to work out by hand.
    assert candidate(7, 7) == -1
    assert candidate(546, 546) == 546

"
xho_Latn,"
def will_it_fly(q,w):
    '''
    Bhala umsebenzi obuyisela u-True ukuba into q iya kuba neenqwelo moya, kwaye u-False ngenye indlela.
Into q iya kuba neenqwelo moya ukuba ilungelelaniswe (iluhlu lwe-palindromic) kwaye isixa samalungu ayo singaphantsi okanye silingane nobunzima obukhulu obunokubakho w.

    Example:
    will_it_fly([1, 2], 5) â -> False 
    # 1+2 is less than the maximum possible weight, but it's unbalanced.

    will_it_fly([3, 2, 3], 1) â -> False
    # it's balanced, but 3+2+3 is more than the maximum possible weight.

    will_it_fly([3, 2, 3], 9) â -> True
    # 3+2+3 is less than the maximum possible weight, and it's balanced.

    will_it_fly([3], 5) â -> True
    # 3 is less than the maximum possible weight, and it's balanced.
    '''
","    if sum(q) > w:
        return False

    i, j = 0, len(q)-1
    while i<j:
        if q[i] != q[j]:
            return False
        i+=1
        j-=1
    return True
","def check(candidate):

    # Check some simple cases
    assert candidate([3, 2, 3], 9) is True
    assert candidate([1, 2], 5) is False
    assert candidate([3], 5) is True
    assert candidate([3, 2, 3], 1) is False


    # Check some edge cases that are easy to work out by hand.
    assert candidate([1, 2, 3], 6) is False
    assert candidate([5], 5) is True

"
